"[61, 70, 59, 62, 60, 84, 37, 0, 29, 52, 31, 81, 74, 2, 82, 9, 56, 0, 25, 75, 58, 39, 23, 77, 0, 54, 67, 14, 24, 64, 88, 93, 63, 0, 53, 49, 51, 6, 5, 20, 0, 30, 91, 28, 100, 48, 13, 46, 66, 0, 98, 86, 33, 83, 99, 42, 79, 0, 76, 78, 3, 71, 45, 95, 65, 0, 22, 97, 96, 94, 55, 0, 8, 50, 47, 41, 69, 0, 12, 1, 11, 80, 57, 0, 10, 85, 68, 92, 15, 38, 36, 0, 19, 72, 17, 89, 40, 73, 0, 26, 27, 32, 43, 0, 21, 87, 44, 4, 0, 18, 16, 0, 7, 0, 34, 0, 90, 35, 0, 0, 0, 0, 0]"
"[32, 19, 64, 7, 0, 27, 80, 92, 40, 97, 71, 88, 0, 89, 43, 1, 93, 36, 0, 69, 44, 63, 96, 8, 84, 58, 0, 74, 82, 76, 3, 51, 81, 78, 95, 9, 0, 24, 67, 99, 56, 48, 52, 35, 55, 0, 72, 33, 41, 38, 11, 0, 59, 34, 16, 68, 94, 0, 23, 90, 54, 5, 39, 66, 37, 0, 21, 25, 50, 61, 14, 0, 79, 53, 49, 98, 70, 0, 91, 45, 62, 20, 73, 28, 0, 2, 60, 13, 29, 6, 46, 0, 42, 4, 57, 86, 0, 85, 22, 83, 0, 15, 87, 31, 10, 0, 77, 47, 30, 0, 18, 100, 75, 65, 0, 17, 12, 0, 26, 0, 0, 0, 0]"
"[53, 33, 43, 58, 16, 95, 79, 25, 0, 9, 57, 92, 62, 61, 39, 44, 76, 0, 64, 74, 32, 72, 69, 78, 46, 88, 0, 90, 83, 52, 82, 17, 41, 40, 0, 22, 4, 50, 55, 77, 66, 89, 0, 71, 10, 18, 42, 1, 12, 97, 20, 59, 56, 60, 0, 31, 73, 67, 70, 0, 14, 96, 37, 85, 100, 0, 93, 81, 30, 29, 27, 2, 0, 5, 80, 34, 23, 99, 11, 0, 21, 8, 68, 63, 47, 0, 7, 26, 3, 6, 24, 48, 0, 91, 19, 86, 36, 49, 87, 0, 75, 28, 38, 0, 84, 51, 0, 45, 15, 65, 35, 0, 54, 94, 0, 98, 0, 13, 0, 0, 0, 0, 0]"
"[8, 68, 47, 90, 72, 45, 46, 63, 41, 0, 5, 97, 18, 76, 99, 0, 10, 51, 65, 9, 79, 83, 92, 0, 32, 62, 60, 61, 73, 28, 0, 17, 6, 3, 53, 0, 91, 81, 84, 44, 66, 0, 98, 100, 49, 94, 86, 2, 20, 0, 52, 85, 69, 89, 40, 29, 0, 42, 35, 74, 39, 37, 88, 75, 0, 24, 33, 15, 77, 4, 34, 0, 11, 64, 36, 0, 23, 82, 26, 96, 38, 48, 0, 16, 59, 43, 13, 70, 0, 21, 14, 80, 12, 93, 7, 0, 58, 57, 54, 19, 55, 0, 1, 22, 67, 78, 0, 95, 31, 27, 87, 71, 56, 0, 30, 50, 25, 0, 0, 0, 0, 0, 0]"
"[40, 7, 26, 73, 91, 12, 87, 64, 0, 96, 16, 86, 41, 3, 85, 0, 24, 84, 58, 5, 17, 57, 21, 11, 59, 0, 34, 56, 8, 67, 51, 71, 72, 99, 65, 0, 48, 20, 90, 35, 100, 78, 89, 0, 4, 28, 27, 97, 94, 50, 0, 68, 49, 39, 62, 82, 61, 53, 0, 93, 25, 38, 52, 83, 29, 0, 14, 37, 6, 36, 0, 43, 19, 46, 95, 0, 1, 76, 22, 44, 18, 45, 70, 0, 98, 33, 13, 81, 88, 0, 69, 80, 77, 15, 74, 54, 0, 30, 10, 47, 9, 31, 0, 23, 32, 55, 0, 42, 2, 0, 63, 92, 0, 66, 75, 0, 60, 79, 0, 0, 0, 0, 0]"
"[50, 77, 91, 43, 64, 25, 65, 38, 0, 15, 86, 80, 73, 52, 67, 17, 0, 94, 62, 97, 48, 59, 78, 72, 0, 61, 22, 100, 31, 0, 26, 89, 93, 13, 7, 0, 46, 49, 87, 12, 57, 55, 3, 11, 0, 75, 88, 85, 4, 14, 16, 34, 68, 0, 92, 76, 28, 37, 30, 0, 20, 63, 95, 79, 44, 58, 35, 0, 96, 99, 60, 9, 90, 24, 39, 2, 0, 70, 36, 1, 98, 45, 27, 0, 84, 82, 21, 33, 66, 18, 0, 69, 5, 19, 40, 54, 6, 0, 51, 23, 32, 29, 0, 41, 10, 81, 0, 83, 42, 53, 0, 74, 71, 8, 56, 0, 47, 0, 0, 0, 0, 0, 0]"
"[33, 12, 23, 47, 0, 28, 56, 100, 68, 6, 71, 4, 24, 64, 0, 40, 7, 84, 25, 37, 2, 93, 63, 26, 15, 0, 96, 82, 1, 54, 0, 22, 55, 91, 50, 88, 3, 89, 0, 57, 59, 90, 48, 29, 14, 5, 31, 0, 70, 9, 81, 86, 46, 21, 30, 18, 0, 94, 92, 35, 34, 76, 0, 44, 51, 74, 16, 69, 8, 0, 10, 75, 58, 41, 66, 0, 61, 20, 77, 19, 36, 42, 78, 32, 0, 11, 95, 45, 67, 79, 0, 39, 99, 98, 72, 0, 65, 38, 43, 97, 85, 0, 53, 52, 13, 83, 87, 0, 73, 80, 60, 0, 17, 49, 0, 62, 27, 0, 0, 0, 0, 0, 0]"
"[66, 70, 9, 34, 72, 12, 30, 0, 95, 32, 19, 41, 40, 98, 0, 35, 51, 5, 43, 49, 52, 0, 75, 100, 60, 38, 88, 22, 58, 0, 94, 4, 92, 47, 50, 25, 65, 0, 62, 14, 84, 78, 83, 21, 42, 37, 18, 0, 23, 10, 1, 61, 68, 46, 0, 80, 24, 90, 2, 0, 79, 55, 29, 17, 26, 77, 15, 8, 0, 86, 33, 96, 74, 81, 53, 0, 20, 91, 57, 39, 48, 87, 0, 64, 54, 7, 3, 0, 89, 6, 82, 99, 63, 76, 56, 0, 71, 31, 45, 59, 0, 44, 28, 13, 16, 0, 67, 11, 0, 93, 73, 0, 97, 69, 0, 85, 27, 36, 0, 0, 0, 0, 0]"
"[67, 69, 40, 37, 84, 43, 0, 71, 24, 23, 93, 14, 83, 50, 47, 0, 12, 64, 86, 51, 18, 0, 28, 6, 94, 52, 78, 32, 0, 76, 34, 8, 96, 0, 54, 1, 16, 98, 20, 10, 2, 36, 0, 58, 61, 21, 66, 4, 0, 81, 60, 97, 46, 27, 17, 0, 33, 74, 87, 30, 90, 31, 0, 62, 77, 19, 75, 13, 63, 55, 0, 41, 56, 79, 88, 82, 0, 38, 70, 49, 91, 35, 80, 5, 0, 65, 22, 29, 57, 0, 99, 59, 39, 89, 68, 0, 48, 73, 26, 100, 44, 0, 95, 25, 45, 11, 9, 3, 0, 15, 85, 92, 53, 0, 72, 7, 42, 0, 0, 0, 0, 0, 0]"
"[18, 92, 44, 98, 56, 93, 57, 0, 94, 87, 39, 43, 42, 31, 51, 0, 24, 33, 75, 61, 41, 8, 70, 96, 0, 22, 99, 88, 36, 83, 95, 0, 77, 86, 72, 63, 17, 54, 0, 68, 16, 64, 90, 81, 46, 49, 0, 20, 1, 19, 76, 52, 26, 48, 0, 9, 11, 4, 65, 40, 60, 7, 85, 0, 58, 69, 74, 97, 32, 0, 13, 55, 35, 30, 6, 0, 73, 50, 45, 89, 21, 47, 0, 34, 59, 78, 91, 79, 0, 82, 84, 27, 66, 38, 0, 23, 53, 37, 71, 67, 15, 0, 25, 12, 10, 29, 0, 14, 28, 0, 5, 3, 0, 100, 62, 2, 0, 80, 0, 0, 0, 0, 0]"
"[76, 63, 80, 92, 44, 0, 75, 50, 26, 29, 5, 1, 100, 0, 85, 54, 71, 65, 0, 42, 23, 30, 66, 62, 43, 51, 21, 86, 0, 70, 17, 3, 97, 36, 82, 72, 0, 11, 14, 91, 93, 34, 12, 9, 94, 73, 0, 95, 60, 37, 52, 74, 67, 4, 0, 96, 24, 45, 89, 49, 48, 99, 46, 0, 81, 19, 79, 2, 47, 0, 88, 57, 28, 69, 32, 35, 25, 7, 0, 78, 13, 58, 22, 31, 0, 20, 39, 84, 53, 83, 56, 0, 98, 41, 38, 10, 0, 18, 59, 16, 15, 61, 0, 6, 90, 68, 33, 0, 55, 40, 0, 77, 87, 8, 0, 64, 27, 0, 0, 0, 0, 0, 0]"
"[59, 76, 68, 61, 67, 53, 32, 0, 88, 39, 70, 81, 22, 25, 0, 20, 94, 63, 30, 5, 7, 79, 14, 0, 95, 50, 74, 49, 21, 18, 45, 46, 0, 71, 87, 77, 19, 92, 84, 24, 0, 82, 29, 23, 96, 65, 8, 51, 0, 89, 91, 85, 34, 64, 0, 9, 69, 31, 90, 93, 56, 0, 36, 4, 47, 15, 13, 48, 0, 55, 78, 83, 16, 54, 0, 98, 27, 99, 0, 75, 44, 80, 2, 10, 38, 37, 72, 0, 66, 62, 12, 97, 100, 33, 0, 73, 52, 26, 11, 60, 6, 58, 0, 41, 40, 35, 3, 1, 0, 42, 17, 57, 28, 0, 43, 86, 0, 0, 0, 0, 0, 0, 0]"
